1.86458
100000
0	1	1	1	99736
1.86458
100000
0	1	1	1	99736
1.86458
100000
0	1	1	1	99736
10	4	101	79	52963
10	4	101	79	52963
10	4	101	79	52963
20	13	284	107	3680
20	13	284	107	3680
20	13	284	107	3680
30	14	306	109	353
30	14	306	109	353
30	14	306	109	353
40	14	312	111	301
40	14	312	111	301
40	14	312	111	301
50	14	322	113	403
50	14	322	113	403
50	14	322	113	403
60	14	328	116	366
60	14	328	116	366
60	14	328	116	366
70	14	330	118	429
70	14	330	118	429
70	14	330	118	429
80	14	334	119	382
80	14	334	119	382
80	14	334	119	382
90	12	333	123	380
90	12	333	123	380
90	12	333	123	380
100	10	334	125	330
100	10	334	125	330
100	10	334	125	330
110	10	333	126	368
110	10	333	126	368
110	10	333	126	368
120	9	332	129	328
120	9	332	129	328
120	9	332	129	328
130	9	329	128	282
130	9	329	128	282
130	9	329	128	282
140	7	332	128	316
140	7	332	128	316
140	7	332	128	316
150	7	338	128	335
150	7	338	128	335
150	7	338	128	335
160	7	340	133	298
160	7	340	133	298
160	7	340	133	298
170	6	339	135	259
170	6	339	135	259
170	6	339	135	259
180	6	338	136	309
180	6	338	136	309
180	6	338	136	309
190	6	338	136	339
190	6	338	136	339
190	6	338	136	339
200	6	332	139	281
200	6	332	139	281
200	6	332	139	281
210	6	327	141	304
210	6	327	141	304
210	6	327	141	304
220	6	325	142	327
220	6	325	142	327
220	6	325	142	327
230	6	326	144	308
230	6	326	144	308
230	6	326	144	308
240	6	325	148	261
240	6	325	148	261
240	6	325	148	261
250	6	325	151	286
250	6	325	151	286
250	6	325	151	286
260	6	328	152	310
260	6	328	152	310
260	6	328	152	310
270	6	325	155	291
270	6	325	155	291
270	6	325	155	291
280	6	324	155	279
280	6	324	155	279
290	6	325	156	270
290	6	325	156	270
300	6	323	156	355
300	6	323	156	355
310	6	319	156	302
310	6	319	156	302
320	6	315	158	290
320	6	315	158	290
330	4	310	161	273
330	4	310	161	273
340	4	308	162	269
350	4	303	162	283
360	4	301	164	321
1.85303
100000
0	1	1	1	99629
1.84394
100000
0	1	1	1	99763
1.79165
100000
0	1	1	1	99651
10	206	130	51	35231
10	176	82	59	47485
10	38	134	76	40883
20	266	146	108	2905
20	363	205	67	1565
20	119	235	98	5377
30	272	153	118	487
30	368	215	68	712
30	141	249	104	451
40	275	161	120	436
40	374	225	68	363
40	144	251	108	433
50	278	166	123	496
50	145	256	111	457
50	378	228	68	442
60	281	168	126	423
60	145	263	116	362
60	378	229	69	379
70	281	172	132	376
70	145	264	121	448
70	383	229	70	390
80	279	173	132	337
80	146	267	121	352
80	389	232	70	412
90	275	175	134	370
90	146	269	125	370
90	387	230	71	388
100	264	179	136	374
100	141	270	126	354
100	389	234	74	372
110	257	179	141	348
110	131	273	129	326
110	386	234	75	347
120	255	180	143	366
120	128	273	133	323
120	377	235	75	368
130	249	181	146	362
130	126	275	136	308
130	369	236	77	399
140	241	184	148	354
140	118	275	139	358
140	361	235	77	353
150	233	185	149	342
150	111	276	139	297
150	355	235	77	397
160	224	183	151	307
160	106	279	141	335
160	349	235	80	398
170	219	183	152	314
170	101	281	142	282
170	345	240	82	329
180	212	182	151	351
180	94	281	142	280
180	335	238	85	359
190	207	184	154	330
190	91	285	142	321
190	331	239	89	361
200	199	183	159	343
200	88	280	144	305
200	329	239	89	306
210	192	183	160	300
210	82	280	146	326
210	317	235	88	324
220	190	184	163	347
220	77	279	149	337
220	311	229	90	415
230	184	182	163	319
230	70	279	153	266
230	307	228	91	356
240	181	182	166	332
240	66	277	153	306
240	296	227	94	339
250	172	182	168	378
250	60	277	156	306
250	289	227	97	335
260	166	182	168	369
260	52	278	157	324
260	282	228	98	391
270	158	183	170	303
270	50	278	157	297
270	275	229	101	365
280	156	181	173	311
280	48	279	157	348
280	264	232	102	379
290	148	183	172	301
290	47	274	159	305
290	258	230	102	413
300	141	183	175	289
300	43	272	159	280
300	249	233	104	416
310	41	271	161	304
310	241	233	106	415
320	38	272	164	362
320	232	234	108	343
330	230	237	109	368
340	224	236	112	330
